姓名 高数 Java 数据结构 平均成绩 总成绩
张三2 42 2 80 41 124
张三18 14 10 13 12 37
张三44 77 81 52 70 210
张三48 71 14 76 53 161
张三68 42 9 55 35 106
张三95 75 74 36 61 185
张三50 68 46 49 54 163
张三48 51 35 54 46 140
张三10 68 94 70 77 232
张三74 79 95 44 72 218
张三6 35 55 22 37 112
张三18 59 78 11 49 148
张三78 62 8 52 40 122
张三64 83 55 26 54 164
张三31 85 64 79 76 228
张三51 60 90 42 64 192
张三43 98 16 4 39 118
张三72 38 35 79 50 152
张三49 2 82 24 36 108
张三82 5 99 15 39 119
张三55 88 13 33 44 134
张三1 73 54 80 69 207
张三52 48 20 71 46 139
张三98 69 60 30 53 159
张三46 85 25 62 57 172
张三76 88 23 47 52 158
张三35 65 63 60 62 188
张三6 0 22 1 7 23
张三89 10 65 73 49 148
张三71 86 51 55 64 192
张三15 51 17 49 39 117
张三24 61 86 15 54 162
张三5 76 75 43 64 194
张三72 16 59 45 40 120
张三19 43 66 97 68 206
张三31 78 94 5 59 177
张三36 47 19 3 23 69
张三28 62 53 79 64 194
张三70 62 3 23 29 88
张三35 79 89 2 56 170
张三54 87 64 97 82 248
张三54 28 97 1 42 126
张三20 78 83 63 74 224
张三12 54 21 9 28 84
张三41 42 9 59 36 110
张三12 86 54 29 56 169
张三99 25 34 92 50 151
张三55 81 29 39 49 149
张三8 14 5 89 36 108
张三40 10 18 65 31 93
张三6 43 2 60 35 105
张三90 94 48 88 76 230
张三81 74 24 54 50 152
张三74 67 21 33 40 121
张三12 77 57 75 69 209
张三14 11 7 69 29 87
张三26 58 18 82 52 158
张三5 10 28 25 21 63
张三12 83 12 11 35 106
张三86 0 57 78 45 135
张三43 6 21 81 36 108
张三31 22 5 94 40 121
张三81 7 29 65 33 101
张三52 9 73 20 34 102
张三94 85 52 52 63 189
张三48 51 80 41 57 172
张三85 71 23 26 40 120
张三18 29 1 72 34 102
张三14 51 52 31 44 134
张三35 8 74 47 43 129
张三91 22 53 8 27 83
张三52 32 72 6 36 110
张三35 4 26 19 16 49
张三76 59 25 12 32 96
张三41 98 20 90 69 208
张三45 30 58 41 43 129
张三8 67 22 45 44 134
张三77 64 77 29 56 170
张三16 51 42 12 35 105
张三92 12 7 66 28 85
张三40 73 4 14 30 91
张三20 25 78 67 56 170
张三64 87 42 87 72 216
张三37 9 7 80 32 96
张三13 71 74 88 77 233
张三11 79 24 88 63 191
张三26 69 8 71 49 148
张三33 30 34 16 26 80
张三34 32 84 59 58 175
张三69 89 22 76 62 187
张三17 27 76 38 47 141
张三69 23 34 76 44 133
张三59 87 94 44 75 225
张三3 94 1 1 32 96
张三12 42 72 23 45 137
张三17 18 79 39 45 136
张三53 55 22 81 52 158
张三35 48 30 90 56 168
张三84 33 88 68 63 189
张三39 88 62 4 51 154
张三19 10 43 44 32 97
张三8 20 2 35 19 57
张三44 9 8 30 15 47
张三8 89 74 87 83 250
张三61 33 75 51 53 159
张三41 88 9 7 34 104
张三37 38 73 1 37 112
张三10 26 3 52 27 81
张三27 2 16 10 9 28
张三69 84 92 15 63 191
张三42 75 1 83 53 159
张三40 89 29 14 44 132
张三77 77 69 39 61 185
张三31 44 77 59 60 180
张三24 1 31 76 36 108
张三84 24 37 59 40 120
张三30 9 20 32 20 61
张三42 2 90 33 41 125
张三86 35 39 27 33 101
张三3 71 22 39 44 132
张三41 52 97 3 50 152
张三10 87 57 27 57 171
张三86 45 66 87 66 198
张三91 29 18 90 45 137
张三57 2 87 65 51 154
张三45 73 80 70 74 223
张三41 30 23 25 26 78
张三47 2 14 23 13 39
张三95 31 36 1 22 68
张三6 25 3 79 35 107
张三0 17 12 56 28 85
张三11 60 99 33 64 192
张三14 50 0 55 35 105
张三39 1 48 49 32 98
张三9 14 11 28 17 53
张三16 88 91 83 87 262
张三93 73 91 26 63 190
张三57 45 47 38 43 130
张三40 79 88 18 61 185
张三14 48 93 13 51 154
张三10 7 56 82 48 145
张三17 42 38 11 30 91
张三11 56 75 86 72 217
张三2 27 35 17 26 79
张三34 35 68 67 56 170
张三25 66 68 66 66 200
张三73 16 68 44 42 128
张三32 2 45 44 30 91
张三3 36 44 39 39 119
张三42 76 43 18 45 137
张三87 67 92 77 78 236
张三26 86 6 71 54 163
张三26 95 67 95 85 257
张三30 25 97 80 67 202
张三70 74 86 82 80 242
张三55 97 39 96 77 232
张三69 47 52 28 42 127
张三86 0 9 81 30 90
张三26 45 60 59 54 164
张三46 4 69 13 28 86
张三65 12 0 74 28 86
张三17 85 33 94 70 212
张三49 23 62 21 35 106
张三44 93 26 92 70 211
张三3 68 2 85 51 155
张三12 52 76 6 44 134
张三17 51 31 53 45 135
张三90 19 27 49 31 95
张三49 7 37 97 47 141
张三43 70 94 80 81 244
张三43 40 49 89 59 178
张三77 71 82 26 59 179
张三39 38 6 25 23 69
张三72 55 34 76 55 165
张三31 9 80 45 44 134
张三7 22 93 50 55 165
张三9 66 76 48 63 190
张三87 22 89 58 56 169
张三85 27 13 63 34 103
张三23 99 79 11 63 189
张三95 23 47 21 30 91
张三33 91 10 52 51 153
张三21 30 89 17 45 136
张三53 31 80 12 41 123
张三70 72 37 86 65 195
张三87 86 17 9 37 112
张三30 42 32 21 31 95
张三27 22 98 47 55 167
张三50 62 88 99 83 249
张三23 94 79 98 90 271
张三50 62 63 4 43 129
张三96 97 17 41 51 155
张三37 60 83 59 67 202
张三9 17 88 17 40 122
张三89 65 21 98 61 184
张三35 77 52 21 50 150
张三36 32 0 60 30 92
张三11 75 99 32 68 206
张三47 62 66 71 66 199
张三47 29 88 57 58 174
张三2 99 61 36 65 196
张三26 15 71 30 38 116
张三2 80 86 87 84 253
张三38 36 41 21 32 98
张三63 44 25 34 34 103
张三7 63 69 6 46 138
张三84 97 88 17 67 202
张三15 49 5 28 27 82
张三78 96 77 74 82 247
张三37 84 67 54 68 205
张三23 94 97 54 81 245
张三36 64 33 86 61 183
张三65 59 56 47 54 162
张三83 82 16 4 34 102
张三78 69 29 6 34 104
张三92 67 94 31 64 192
张三63 26 85 96 69 207
张三2 15 8 59 27 82
张三39 65 88 78 77 231
张三38 15 66 75 52 156
张三71 32 40 26 32 98
张三27 44 7 72 41 123
张三20 61 17 26 34 104
张三56 83 12 32 42 127
张三18 91 11 9 37 111
张三4 95 78 27 66 200
张三9 73 88 20 60 181
张三74 44 79 63 62 186
张三4 79 16 16 37 111
张三15 68 80 66 71 214
张三28 18 42 61 40 121
张三5 18 91 94 67 203
张三81 96 97 37 76 230
张三40 41 61 9 37 111
张三32 98 66 14 59 178
张三47 51 63 58 57 172
张三1 72 70 35 59 177
张三14 31 10 31 24 72
张三27 38 22 0 20 60
张三10 64 3 9 25 76
张三2 58 66 83 69 207
张三28 56 16 21 31 93
张三32 39 11 89 46 139
张三94 37 43 54 44 134
张三63 55 15 42 37 112
张三7 37 87 4 42 128
张三50 1 91 68 53 160
张三99 59 52 61 57 172
张三98 34 24 14 24 72
张三49 17 70 51 46 138
张三83 48 30 5 27 83
张三85 6 81 92 59 179
张三21 89 1 39 43 129
张三39 13 33 38 28 84
张三66 21 12 79 37 112
张三63 96 89 2 62 187
张三42 80 73 71 74 224
张三10 82 47 3 44 132
张三40 89 75 22 62 186
张三40 69 4 64 45 137
张三41 18 46 93 52 157
张三98 29 33 53 38 115
张三37 13 14 14 13 41
张三87 43 56 65 54 164
张三70 28 61 11 33 100
张三29 21 10 60 30 91
张三12 30 97 96 74 223
张三71 91 58 26 58 175
张三38 63 94 86 81 243
张三9 47 99 16 54 162
张三90 98 60 31 63 189
张三5 1 51 93 48 145
张三17 94 48 58 66 200
张三46 79 37 74 63 190
张三49 52 15 91 52 158
张三57 53 91 49 64 193
张三31 42 94 87 74 223
张三65 90 49 42 60 181
张三26 26 30 89 48 145
张三85 79 17 2 32 98
张三75 5 1 99 35 105
张三66 58 18 76 50 152
张三59 85 24 27 45 136
张三30 42 50 88 60 180
张三7 10 11 51 24 72
张三73 39 24 16 26 79
张三45 23 37 5 21 65
张三31 96 66 58 73 220
张三77 61 14 89 54 164
张三19 23 79 21 41 123
张三47 71 15 40 42 126
张三99 68 16 75 53 159
张三24 27 58 41 42 126
张三31 54 21 51 42 126
张三1 70 65 37 57 172
张三16 12 12 90 38 114
张三10 10 57 89 52 156
张三46 40 25 49 38 114
张三84 54 30 82 55 166
张三92 0 56 41 32 97
张三29 55 48 81 61 184
张三26 21 52 63 45 136
张三78 98 32 84 71 214
张三41 74 42 19 45 135
张三45 53 36 26 38 115
张三12 33 20 74 42 127
张三95 83 36 34 51 153
张三26 35 0 63 32 98
张三7 72 83 24 59 179
张三63 23 27 67 39 117
张三96 14 80 18 37 112
张三13 0 8 20 9 28
张三99 82 97 81 86 260
张三47 66 79 99 81 244
张三75 59 28 46 44 133
张三99 87 49 33 56 169
张三55 17 57 56 43 130
张三12 32 73 13 39 118
张三36 50 87 37 58 174
张三51 77 40 99 72 216
张三20 25 41 99 55 165
张三5 53 93 54 66 200
张三32 91 50 11 50 152
张三11 99 0 51 50 150
张三74 56 89 15 53 160
张三81 38 58 29 41 125
张三98 38 4 49 30 91
张三20 92 92 7 63 191
张三95 36 69 23 42 128
张三52 94 77 64 78 235
张三48 84 53 53 63 190
张三6 87 4 50 47 141
张三94 80 79 40 66 199
张三23 90 60 6 52 156
张三72 9 21 73 34 103
张三86 79 5 71 51 155
张三84 94 52 59 68 205
张三80 30 41 31 34 102
张三77 49 64 42 51 155
张三41 3 39 40 27 82
张三21 16 95 49 53 160
张三55 67 49 91 69 207
张三49 16 55 68 46 139
张三98 4 99 48 50 151
张三81 39 28 58 41 125
张三45 28 91 57 58 176
张三52 44 90 41 58 175
张三84 23 23 74 40 120
张三9 77 71 32 60 180
张三10 77 95 19 63 191
张三44 87 60 93 80 240
张三93 60 91 15 55 166
张三99 20 17 32 23 69
张三26 90 48 74 70 212
张三34 34 45 73 50 152
张三24 66 34 51 50 151
张三55 24 50 78 50 152
张三13 75 7 65 49 147
张三52 93 72 81 82 246
张三27 1 37 71 36 109
张三76 86 68 83 79 237
张三17 88 99 16 67 203
张三70 75 99 10 61 184
张三24 32 69 29 43 130
张三24 65 33 21 39 119
张三79 12 92 17 40 121
张三24 54 64 47 55 165
张三35 89 95 71 85 255
张三15 82 30 72 61 184
张三38 20 66 4 30 90
张三92 30 55 91 58 176
张三84 65 22 77 54 164
张三94 67 63 16 48 146
张三40 4 39 83 42 126
张三72 60 43 17 40 120
张三8 74 20 87 60 181
张三37 84 45 98 75 227
张三71 94 8 60 54 162
张三24 2 48 66 38 116
张三40 47 87 40 58 174
张三28 3 35 37 25 75
张三95 31 32 11 24 74
张三97 19 57 82 52 158
张三3 97 79 89 88 265
张三71 54 68 15 45 137
张三25 40 41 49 43 130
张三30 0 74 65 46 139
张三75 11 89 38 46 138
张三73 21 26 0 15 47
张三85 55 82 46 61 183
张三40 36 35 80 50 151
张三69 16 93 50 53 159
张三61 23 10 61 31 94
张三21 40 86 40 55 166
张三75 22 38 83 47 143
张三72 77 37 83 65 197
张三77 33 50 9 30 92
张三91 68 88 4 53 160
张三64 7 52 98 52 157
张三11 59 3 85 49 147
张三99 89 11 28 42 128
张三8 89 45 97 77 231
张三20 70 32 7 36 109
张三75 25 2 28 18 55
张三43 36 45 36 39 117
张三62 61 25 75 53 161
张三54 47 16 4 22 67
张三64 1 60 3 21 64
张三89 58 33 40 43 131
张三97 75 92 92 86 259
张三33 83 32 51 55 166
张三89 77 22 37 45 136
张三95 54 76 13 47 143
张三64 26 52 50 42 128
张三47 36 81 0 39 117
张三5 69 47 93 69 209
张三27 92 78 68 79 238
张三27 94 3 47 48 144
张三32 2 32 24 19 58
张三94 19 32 78 43 129
张三78 7 70 58 45 135
张三54 69 46 71 62 186
张三86 98 89 4 63 191
张三80 65 14 33 37 112
张三11 90 35 66 63 191
张三49 79 98 93 90 270
张三51 57 84 28 56 169
张三92 35 14 43 30 92
张三79 4 70 26 33 100
张三81 64 65 7 45 136
张三93 95 26 53 58 174
张三63 22 48 19 29 89
张三79 98 47 31 58 176
张三43 58 19 64 47 141
张三32 77 83 69 76 229
张三75 76 82 99 85 257
张三76 58 19 77 51 154
张三14 16 33 59 36 108
张三80 57 19 32 36 108
张三37 79 63 27 56 169
张三65 36 11 89 45 136
张三51 42 23 9 24 74
张三36 27 63 0 30 90
张三18 45 82 51 59 178
张三5 34 69 82 61 185
张三85 66 46 84 65 196
张三73 26 41 32 33 99
张三0 88 18 93 66 199
张三84 55 91 7 51 153
张三42 29 6 32 22 67
张三90 69 26 93 62 188
张三98 20 20 42 27 82
张三63 14 10 37 20 61
张三71 7 14 49 23 70
张三63 33 58 26 39 117
张三95 33 59 22 38 114
张三44 16 66 28 36 110
张三0 43 56 54 51 153
张三47 54 88 26 56 168
张三41 87 22 74 61 183
张三25 90 27 22 46 139
张三91 29 17 3 16 49
张三89 96 85 78 86 259
张三69 92 82 22 65 196
张三76 97 99 32 76 228
张三34 86 15 5 35 106
张三82 25 62 4 30 91
张三84 5 4 50 19 59
张三95 85 85 66 78 236
张三32 94 89 85 89 268
张三38 48 78 68 64 194
张三53 8 28 59 31 95
张三97 24 33 24 27 81
张三22 27 88 38 51 153
张三1 64 51 97 70 212
张三77 2 85 46 44 133
张三75 91 35 49 58 175
张三97 31 32 44 35 107
张三75 81 47 50 59 178
张三67 93 97 45 78 235
张三95 25 10 43 26 78
张三63 9 60 65 44 134
张三91 44 80 12 45 136
张三96 84 9 6 33 99
张三64 41 43 28 37 112
张三84 55 50 99 68 204
张三95 23 94 32 49 149
张三55 58 94 38 63 190
张三34 12 12 96 40 120
张三76 83 41 25 49 149
张三75 22 46 84 50 152
张三88 77 3 67 49 147
张三77 2 54 81 45 137
张三83 16 8 5 9 29
张三1 39 76 79 64 194
张三35 62 88 83 77 233
张三93 84 36 26 48 146
张三3 66 48 70 61 184
张三12 51 88 91 76 230
张三43 92 57 95 81 244
张三96 91 65 83 79 239
张三0 69 19 64 50 152
张三11 52 96 42 63 190
张三90 90 11 66 55 167
张三25 62 88 92 80 242
张三55 24 92 82 66 198
张三8 12 98 97 69 207
张三83 16 21 65 34 102
张三39 20 42 3 21 65
张三13 71 51 49 57 171
张三78 93 11 17 40 121
张三63 57 71 96 74 224
张三38 41 97 79 72 217
张三67 83 9 9 33 101
张三57 81 36 23 46 140
张三84 24 44 49 39 117
张三59 61 42 30 44 133
张三39 99 68 50 72 217
张三53 79 76 21 58 176
张三99 35 91 16 47 142
张三8 70 66 40 58 176
张三92 61 2 32 31 95
张三8 13 90 35 46 138
张三21 21 20 41 27 82
张三64 44 80 20 48 144
张三41 1 83 60 48 144
张三57 6 4 98 36 108
张三93 5 81 33 39 119
张三13 63 40 53 52 156
张三7 28 20 55 34 103
张三53 54 48 60 54 162
张三31 9 71 3 27 83
张三65 71 4 69 48 144
张三50 64 51 71 62 186
张三84 79 56 48 61 183
张三76 34 27 78 46 139
张三91 22 97 7 42 126
张三57 87 48 13 49 148
张三49 79 95 36 70 210
张三16 71 49 31 50 151
张三48 61 5 12 26 78
张三14 12 72 99 61 183
张三34 58 53 83 64 194
张三21 79 5 87 57 171
张三25 98 74 15 62 187
张三15 86 37 19 47 142
张三50 53 48 70 57 171
张三52 94 67 52 71 213
张三71 16 49 48 37 113
张三75 24 32 42 32 98
张三61 35 14 6 18 55
张三72 12 28 10 16 50
张三52 69 6 47 40 122
张三69 49 47 23 39 119
张三80 17 98 37 50 152
张三39 99 52 48 66 199
张三86 16 33 86 45 135
张三71 84 59 51 64 194
张三55 29 25 17 23 71
张三2 75 6 45 42 126
张三1 47 98 96 80 241
张三34 38 21 3 20 62
张三20 1 91 93 61 185
张三71 18 22 97 45 137
张三84 39 68 21 42 128
张三56 51 11 35 32 97
张三43 15 17 41 24 73
张三96 55 43 95 64 193
张三46 9 19 57 28 85
张三91 32 85 79 65 196
张三26 62 27 21 36 110
张三22 71 95 45 70 211
张三72 99 88 29 72 216
张三53 53 86 84 74 223
张三17 71 90 84 81 245
张三52 90 50 48 62 188
张三98 50 24 45 39 119
张三51 40 66 52 52 158
张三65 43 88 95 75 226
张三76 91 13 3 35 107
张三65 17 78 95 63 190
张三30 13 56 25 31 94
张三89 53 44 12 36 109
张三20 92 90 89 90 271
张三6 66 94 27 62 187
张三39 32 46 68 48 146
张三89 62 84 75 73 221
张三60 61 97 64 74 222
张三8 15 35 60 36 110
张三99 88 27 97 70 212
张三70 93 47 56 65 196
张三51 3 40 34 25 77
张三1 58 10 84 50 152
张三9 98 29 7 44 134
张三16 21 35 21 25 77
张三21 75 30 52 52 157
张三28 31 46 92 56 169
张三41 48 26 50 41 124
张三69 24 18 43 28 85
张三83 70 85 81 78 236
张三46 63 46 97 68 206
张三81 36 42 99 59 177
张三54 47 67 38 50 152
张三14 34 56 88 59 178
张三0 66 0 87 51 153
张三55 67 11 76 51 154
张三24 31 48 49 42 128
张三45 50 36 1 29 87
张三29 12 87 58 52 157
张三3 52 55 61 56 168
张三38 51 42 44 45 137
张三25 57 10 93 53 160
张三48 49 17 92 52 158
张三36 46 5 59 36 110
张三57 23 31 79 44 133
张三91 34 69 40 47 143
张三65 5 76 7 29 88
张三41 2 35 60 32 97
张三93 16 5 60 27 81
张三14 21 75 98 64 194
张三66 30 6 54 30 90
张三73 60 56 49 55 165
张三49 34 33 74 47 141
张三53 3 92 54 49 149
张三37 23 84 91 66 198
张三89 47 9 7 21 63
张三31 7 61 26 31 94
张三82 30 58 98 62 186
张三63 2 46 94 47 142
张三74 25 24 68 39 117
张三45 45 75 37 52 157
张三24 3 36 69 36 108
张三51 55 2 52 36 109
张三6 35 72 66 57 173
张三62 9 80 48 45 137
张三65 98 95 20 71 213
张三37 37 96 1 44 134
张三16 0 90 34 41 124
张三80 37 52 92 60 181
张三66 49 75 61 61 185
张三21 51 63 37 50 151
张三83 16 1 97 38 114
张三37 90 14 63 55 167
张三57 71 80 16 55 167
张三73 63 24 64 50 151
张三23 6 93 13 37 112
张三36 60 68 60 62 188
张三37 51 62 63 58 176
张三80 11 84 34 43 129
张三24 67 9 16 30 92
张三12 87 58 28 57 173
张三47 63 20 86 56 169
张三62 49 64 13 42 126
张三61 69 87 97 84 253
张三17 40 99 66 68 205
张三52 67 0 3 23 70
张三16 80 38 35 51 153
张三65 57 14 90 53 161
张三41 16 20 42 26 78
张三94 22 12 22 18 56
张三49 27 3 94 41 124
张三69 97 30 3 43 130
张三53 95 83 69 82 247
张三61 82 33 57 57 172
张三27 88 50 17 51 155
张三8 30 40 45 38 115
张三88 12 20 88 40 120
张三18 17 47 79 47 143
张三8 35 81 71 62 187
张三3 71 90 2 54 163
张三31 89 33 16 46 138
张三58 7 58 32 32 97
张三7 98 12 60 56 170
张三85 11 37 9 19 57
张三71 87 23 97 69 207
张三18 60 41 72 57 173
张三33 84 29 47 53 160
张三15 69 85 70 74 224
张三43 7 76 20 34 103
张三10 10 73 79 54 162
张三59 91 32 76 66 199
张三43 42 28 75 48 145
张三30 21 83 41 48 145
张三19 38 90 93 73 221
张三66 53 24 12 29 89
张三54 11 40 65 38 116
张三68 51 14 68 44 133
张三16 67 38 20 41 125
张三24 73 99 78 83 250
张三62 40 85 91 72 216
张三9 71 23 54 49 148
张三38 84 43 60 62 187
张三41 3 69 18 30 90
张三88 31 72 27 43 130
张三75 67 15 51 44 133
张三84 38 71 8 39 117
张三46 0 84 56 46 140
张三85 79 26 73 59 178
张三81 9 34 71 38 114
张三77 63 13 82 52 158
张三54 25 4 77 35 106
张三53 73 4 8 28 85
张三50 92 24 13 43 129
张三42 72 61 13 48 146
张三51 36 55 98 63 189
张三89 3 35 43 27 81
张三85 83 2 94 59 179
张三47 88 3 64 51 155
张三66 6 36 82 41 124
张三35 13 96 19 42 128
张三48 32 5 39 25 76
张三67 34 11 23 22 68
张三62 38 20 20 26 78
张三66 56 13 98 55 167
张三89 4 57 88 49 149
张三7 63 57 15 45 135
张三18 19 96 62 59 177
张三63 2 6 11 6 19
张三76 58 0 54 37 112
张三43 54 6 85 48 145
张三28 55 4 27 28 86
张三38 40 49 93 60 182
张三86 58 51 97 68 206
张三33 41 46 5 30 92
张三83 47 21 49 39 117
张三37 40 78 74 64 192
张三91 30 21 55 35 106
张三38 10 0 56 22 66
张三86 60 35 4 33 99
张三95 3 18 60 27 81
张三6 44 58 85 62 187
张三14 23 66 27 38 116
张三36 22 63 79 54 164
张三77 74 51 66 63 191
张三31 50 60 64 58 174
张三16 25 39 90 51 154
张三49 11 69 21 33 101
张三58 44 4 44 30 92
张三58 33 1 2 12 36
张三72 65 68 97 76 230
张三52 92 19 17 42 128
张三0 14 90 61 55 165
张三68 31 32 11 24 74
张三66 0 95 46 47 141
张三8 25 34 71 43 130
张三65 47 49 70 55 166
张三95 59 0 83 47 142
张三0 22 16 74 37 112
张三24 21 89 3 37 113
张三20 83 54 30 55 167
张三85 3 33 36 24 72
张三57 61 39 18 39 118
张三74 85 98 36 73 219
张三85 42 22 27 30 91
张三8 26 49 57 44 132
张三39 12 60 3 25 75
张三17 96 57 26 59 179
张三70 87 75 38 66 200
张三80 31 31 19 27 81
张三20 39 29 96 54 164
张三31 73 65 64 67 202
张三54 85 20 91 65 196
张三35 47 21 94 54 162
张三64 6 44 88 46 138
张三33 81 2 24 35 107
张三54 13 72 76 53 161
张三96 68 82 37 62 187
张三57 75 28 45 49 148
张三24 25 93 88 68 206
张三38 71 92 55 72 218
张三9 9 87 71 55 167
张三9 42 36 84 54 162
